Player,Nation,Age,Squad,Grupo_Posicao,90s,Gls,Ast,Sh,SoT,CrdY,CrdR,Golos_Equipa,Remates_Equipa,%Golos_Equipa,%Remates_Equipa,%_G+A_Equipa,%_Pontaria,Golos_por_Remate,Golos_por_Remate_Enquadrado,Indice_Conversao_Relativa_Equipa,Remates/90,G+A s/ Penáltis/90,Ast_por_Crz_%,Cruzamentos/90,Ações_Defensivas/90,TklW_por_Falta,Faltas/90,Cartões/90,Indice_Disciplinar,rating,estilo
Diego Duarte,py PAR,23,AVS Futebol,FWD,14.4,3,1,31,11,0,0,21,314,14.285714285714285,9.872611464968154,19.047619047619047,35.483870967741936,0.0967741935483871,0.2727272727272727,1.4470046082949306,2.1527777777777777,0.2777777777777778,8.333333333333332,0.8333333333333333,1.597222222222222,1.3571428571428572,0.9722222222222222,0.0,0.0,45.3,Finalizadores
Jaume Grau,es ESP,28,AVS Futebol,MID,14.7,0,0,7,1,7,1,21,314,0.0,2.229299363057325,0.0,14.285714285714285,0.0,0.0,0.0,0.4761904761904762,0.0,0.0,0.54421768707483,2.2448979591836737,0.5833333333333334,2.4489795918367347,0.54421768707483,0.6802721088435374,35.1,Defesas Puros
Pedro Lima,br BRA,22,AVS Futebol,MID,21.0,4,2,48,12,4,0,21,314,19.047619047619047,15.286624203821656,28.57142857142857,25.0,0.08333333333333333,0.3333333333333333,1.246031746031746,2.2857142857142856,0.23809523809523808,6.666666666666667,1.4285714285714286,2.2857142857142856,1.1612903225806452,1.4761904761904763,0.19047619047619047,0.19047619047619047,50.9,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Gustavo Mendonça,pt POR,22,AVS Futebol,MID,15.5,0,0,6,3,6,0,21,314,0.0,1.910828025477707,0.0,50.0,0.0,0.0,0.0,0.3870967741935484,0.0,0.0,1.8709677419354838,2.7096774193548385,1.0689655172413792,1.8709677419354838,0.3870967741935484,0.3870967741935484,54.5,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Christian Neiva Afonso,pt POR,30,AVS Futebol,DEF,17.0,0,0,11,0,2,0,21,314,0.0,3.5031847133757963,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.0,4.9411764705882355,2.3529411764705883,0.5588235294117647,2.0,0.11764705882352941,0.11764705882352941,61.1,Defesas Puros
Guilherme Neiva Silva,br BRA,24,AVS Futebol,MID,10.3,2,3,20,8,2,0,21,314,9.523809523809524,6.369426751592357,23.809523809523807,40.0,0.1,0.25,1.495238095238095,1.9417475728155338,0.48543689320388345,9.375,3.1067961165048543,2.4271844660194173,0.5909090909090909,2.1359223300970873,0.1941747572815534,0.1941747572815534,69.2,Criadores pelos Corredores
Óscar Perea,co COL,19,AVS Futebol,MID,13.9,2,0,40,11,0,0,21,314,9.523809523809524,12.738853503184714,9.523809523809524,27.500000000000004,0.05,0.18181818181818182,0.7476190476190475,2.8776978417266186,0.14388489208633093,0.0,3.093525179856115,1.5107913669064748,0.6,0.7194244604316546,0.0,0.0,40.9,Criadores pelos Corredores
Mateus Pivô,br BRA,27,AVS Futebol,DEF,12.7,0,0,6,0,3,0,21,314,0.0,1.910828025477707,0.0,0.0,0.0,0.0,0.0,0.4724409448818898,0.0,0.0,0.9448818897637796,2.7559055118110236,0.7272727272727273,1.7322834645669292,0.2362204724409449,0.2362204724409449,56.7,Defesas Puros
Carlos Ponck,cv CPV,30,AVS Futebol,DEF,10.3,0,0,4,0,3,0,21,314,0.0,1.2738853503184715,0.0,0.0,0.0,0.0,0.0,0.3883495145631068,0.0,0.0,0.0,1.8446601941747571,0.6,1.4563106796116503,0.2912621359223301,0.2912621359223301,43.1,Defesas Puros
Daniel Rivas,py PAR,23,AVS Futebol,DEF,17.0,0,1,6,1,6,0,21,314,0.0,1.910828025477707,4.761904761904762,16.666666666666664,0.0,0.0,0.0,0.35294117647058826,0.058823529411764705,3.4482758620689653,1.7058823529411764,2.5294117647058822,1.6153846153846154,0.7647058823529411,0.35294117647058826,0.35294117647058826,57.9,Defesas Puros
Budiga Roni,br BRA,26,AVS Futebol,MID,14.6,2,0,15,4,3,0,21,314,9.523809523809524,4.777070063694268,9.523809523809524,26.666666666666668,0.13333333333333333,0.5,1.9936507936507935,1.0273972602739727,0.136986301369863,0.0,0.4109589041095891,3.1506849315068495,1.2105263157894737,1.3013698630136987,0.20547945205479454,0.20547945205479454,53.5,Contenção / Box-to-Box Defensivo
Aderlan Santos,br BRA,36,AVS Futebol,DEF,11.5,1,0,13,2,2,0,21,314,4.761904761904762,4.140127388535031,4.761904761904762,15.384615384615385,0.07692307692307693,0.5,1.1501831501831503,1.1304347826086956,0.08695652173913043,0.0,0.08695652173913043,2.1739130434782608,1.625,0.6956521739130435,0.17391304347826086,0.17391304347826086,59.1,Defesas Puros
Diogo Spencer,pt POR,21,AVS Futebol,MID,11.2,1,2,6,2,2,0,21,314,4.761904761904762,1.910828025477707,14.285714285714285,33.33333333333333,0.16666666666666666,0.5,2.492063492063492,0.5357142857142857,0.26785714285714285,6.666666666666667,2.678571428571429,1.6964285714285716,0.6,1.3392857142857144,0.17857142857142858,0.17857142857142858,51.0,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Tomané,pt POR,32,AVS Futebol,FWD,22.3,4,1,33,10,5,0,21,314,19.047619047619047,10.509554140127388,23.809523809523807,30.303030303030305,0.12121212121212122,0.4,1.8124098124098125,1.4798206278026906,0.22421524663677128,5.88235294117647,0.7623318385650224,0.5829596412556054,0.22580645161290322,1.390134529147982,0.22421524663677128,0.22421524663677128,43.8,Finalizadores
Paulo Vitor,br BRA,24,AVS Futebol,DEF,15.8,0,0,3,1,4,2,21,314,0.0,0.9554140127388535,0.0,33.33333333333333,0.0,0.0,0.0,0.18987341772151897,0.0,0.0,0.37974683544303794,2.088607594936709,1.0,1.2658227848101264,0.37974683544303794,0.6329113924050632,45.8,Contenção / Box-to-Box Defensivo
Makan Aiko,fr FRA,24,Tondela,MID,11.8,1,2,20,8,2,0,23,286,4.3478260869565215,6.993006993006993,13.043478260869565,40.0,0.05,0.125,0.6217391304347826,1.694915254237288,0.2542372881355932,4.651162790697675,3.644067796610169,1.271186440677966,0.9,0.847457627118644,0.1694915254237288,0.1694915254237288,49.7,Criadores pelos Corredores
Bebeto,br BRA,35,Tondela,DEF,21.0,3,0,6,3,4,0,23,286,13.043478260869565,2.097902097902098,13.043478260869565,50.0,0.5,1.0,6.217391304347825,0.2857142857142857,0.0,0.0,3.0952380952380953,3.3333333333333335,1.2903225806451613,1.4761904761904763,0.19047619047619047,0.19047619047619047,71.6,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Clebinho,br BRA,28,Tondela,MID,13.3,1,1,7,3,6,0,23,286,4.3478260869565215,2.4475524475524475,8.695652173913043,42.857142857142854,0.14285714285714285,0.3333333333333333,1.7763975155279503,0.5263157894736842,0.15037593984962405,25.0,0.3007518796992481,2.706766917293233,0.8235294117647058,1.2781954887218046,0.45112781954887216,0.45112781954887216,61.4,Contenção / Box-to-Box Defensivo
Rodrigo Conceição,pt POR,25,Tondela,DEF,15.9,1,0,7,5,4,0,23,286,4.3478260869565215,2.4475524475524475,4.3478260869565215,71.42857142857143,0.14285714285714285,0.2,1.7763975155279503,0.44025157232704404,0.06289308176100629,0.0,2.389937106918239,3.144654088050314,1.25,1.5094339622641508,0.25157232704402516,0.25157232704402516,66.1,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Joe Hodge,ie IRL,22,Tondela,MID,15.8,1,1,16,5,3,0,23,286,4.3478260869565215,5.594405594405594,8.695652173913043,31.25,0.0625,0.2,0.7771739130434783,1.0126582278481011,0.12658227848101264,2.272727272727273,2.7848101265822782,2.0253164556962022,0.75,1.5189873417721518,0.18987341772151897,0.18987341772151897,46.3,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Rony Lopes,pt POR,29,Tondela,MID,11.4,4,2,36,10,3,0,23,286,17.391304347826086,12.587412587412588,26.08695652173913,27.77777777777778,0.1111111111111111,0.4,1.3816425120772946,3.1578947368421053,0.5263157894736842,7.142857142857142,2.456140350877193,0.9649122807017544,0.8461538461538461,1.1403508771929824,0.2631578947368421,0.2631578947368421,53.4,Finalizadores
Tiago Manso,pt POR,25,Tondela,DEF,17.1,1,1,22,7,7,0,23,286,4.3478260869565215,7.6923076923076925,8.695652173913043,31.818181818181817,0.045454545454545456,0.14285714285714285,0.5652173913043478,1.286549707602339,0.05847953216374269,1.9607843137254901,2.982456140350877,2.923976608187134,1.03125,1.871345029239766,0.4093567251461988,0.4093567251461988,56.9,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Maranhão,br BRA,26,Tondela,MID,27.2,6,2,65,24,7,0,23,286,26.08695652173913,22.727272727272727,34.78260869565217,36.92307692307693,0.09230769230769231,0.25,1.1478260869565218,2.389705882352941,0.22058823529411764,2.564102564102564,2.8676470588235294,1.6544117647058825,0.675,1.4705882352941178,0.2573529411764706,0.2573529411764706,49.7,Criadores pelos Corredores
Christian Marques,ch SUI,22,Tondela,DEF,30.2,0,0,3,1,6,0,23,286,0.0,1.048951048951049,0.0,33.33333333333333,0.0,0.0,0.0,0.09933774834437087,0.0,0.0,0.0,1.9205298013245033,0.7741935483870968,1.0264900662251655,0.19867549668874174,0.19867549668874174,48.7,Contenção / Box-to-Box Defensivo
Nor Maviram,ng NGA,24,Tondela,DEF,16.2,2,2,12,4,4,0,23,286,8.695652173913043,4.195804195804196,17.391304347826086,33.33333333333333,0.16666666666666666,0.5,2.072463768115942,0.7407407407407408,0.2469135802469136,3.125,3.9506172839506175,2.4074074074074074,0.8125,0.9876543209876544,0.2469135802469136,0.2469135802469136,57.4,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Brayan Medina,co COL,23,Tondela,DEF,24.4,0,1,13,4,10,2,23,286,0.0,4.545454545454546,4.3478260869565215,30.76923076923077,0.0,0.0,0.0,0.5327868852459017,0.04098360655737705,50.0,0.0819672131147541,2.459016393442623,1.3214285714285714,1.1475409836065575,0.49180327868852464,0.6557377049180328,47.4,Contenção / Box-to-Box Defensivo
Jordan Pefok,us USA,29,Tondela,FWD,13.8,1,0,28,9,4,0,23,286,4.3478260869565215,9.79020979020979,4.3478260869565215,32.142857142857146,0.03571428571428571,0.1111111111111111,0.4440993788819876,2.0289855072463765,0.07246376811594203,0.0,0.21739130434782608,0.5072463768115941,0.16,1.8115942028985506,0.2898550724637681,0.2898550724637681,36.9,Finalizadores
Juan Rodríguez,ec ECU,19,Tondela,MID,22.0,0,0,12,1,3,0,23,286,0.0,4.195804195804196,0.0,8.333333333333332,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.22727272727272727,1.8181818181818181,1.0416666666666667,1.0909090909090908,0.13636363636363635,0.13636363636363635,29.0,Defesas Puros
Hugo Sequeira,pt POR,21,Tondela,MID,14.8,0,1,29,9,2,0,23,286,0.0,10.13986013986014,4.3478260869565215,31.03448275862069,0.0,0.0,0.0,1.9594594594594594,0.06756756756756756,1.2987012987012987,5.202702702702703,0.8108108108108107,0.23076923076923078,0.8783783783783783,0.13513513513513511,0.13513513513513511,33.8,Criadores pelos Corredores
João Silva,pt POR,26,Tondela,DEF,11.1,1,0,5,1,1,0,23,286,4.3478260869565215,1.7482517482517483,4.3478260869565215,20.0,0.2,1.0,2.4869565217391303,0.45045045045045046,0.0900900900900901,0.0,0.0900900900900901,2.2522522522522523,0.8,2.2522522522522523,0.0900900900900901,0.0900900900900901,56.6,Contenção / Box-to-Box Defensivo
Sphephelo Sithole,za RSA,26,Tondela,MID,17.1,1,0,4,2,6,0,23,286,4.3478260869565215,1.3986013986013985,4.3478260869565215,50.0,0.25,0.5,3.108695652173913,0.23391812865497075,0.05847953216374269,0.0,0.17543859649122806,1.6959064327485378,0.5555555555555556,2.1052631578947367,0.3508771929824561,0.3508771929824561,48.8,Contenção / Box-to-Box Defensivo
Alan,br BRA,25,Moreirense,MID,29.9,5,5,41,18,8,0,33,225,15.151515151515152,18.22222222222222,30.303030303030305,43.90243902439025,0.12195121951219512,0.2777777777777778,0.8314855875831486,1.37123745819398,0.3010033444816054,3.3783783783783785,4.949832775919733,0.6688963210702341,0.358974358974359,1.3043478260869565,0.26755852842809363,0.26755852842809363,48.3,Criadores pelos Corredores
Gilberto Batista,gw GNB,21,Moreirense,DEF,21.5,0,0,5,3,4,0,33,225,0.0,2.2222222222222223,0.0,60.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.0,0.0,2.186046511627907,1.3076923076923077,0.6046511627906976,0.18604651162790697,0.18604651162790697,56.1,Contenção / Box-to-Box Defensivo
Kiko Bondoso,pt POR,29,Moreirense,MID,22.2,0,4,8,2,0,0,33,225,0.0,3.5555555555555554,12.121212121212121,25.0,0.0,0.0,0.0,0.3603603603603604,0.1801801801801802,10.0,1.8018018018018018,0.990990990990991,1.1666666666666667,0.5405405405405406,0.0,0.0,38.6,Contenção / Box-to-Box Defensivo
Marcelo dos Santos Ferreira,br BRA,36,Moreirense,DEF,10.7,1,0,7,2,5,0,33,225,3.0303030303030303,3.111111111111111,3.0303030303030303,28.57142857142857,0.14285714285714285,0.5,0.974025974025974,0.6542056074766356,0.09345794392523366,0.0,0.0,1.869158878504673,0.4375,1.4953271028037385,0.4672897196261683,0.4672897196261683,35.3,Contenção / Box-to-Box Defensivo
Kiko,pt POR,23,Moreirense,DEF,20.5,1,0,10,3,5,0,33,225,3.0303030303030303,4.444444444444445,3.0303030303030303,30.0,0.1,0.3333333333333333,0.6818181818181818,0.4878048780487805,0.04878048780487805,0.0,1.9024390243902438,2.6341463414634148,0.9090909090909091,1.6097560975609757,0.24390243902439024,0.24390243902439024,57.9,Contenção / Box-to-Box Defensivo
Landerson,br BRA,18,Moreirense,MID,14.4,0,2,14,1,2,0,33,225,0.0,6.222222222222222,6.0606060606060606,7.142857142857142,0.0,0.0,0.0,0.9722222222222222,0.1388888888888889,12.5,1.1111111111111112,1.4583333333333333,0.7058823529411765,1.1805555555555556,0.1388888888888889,0.1388888888888889,33.2,Defesas Puros
Maracás,br BRA,31,Moreirense,DEF,28.8,4,0,6,4,11,2,33,225,12.121212121212121,2.666666666666667,12.121212121212121,66.66666666666666,0.6666666666666666,1.0,4.545454545454545,0.20833333333333331,0.1388888888888889,0.0,0.034722222222222224,1.875,0.9333333333333333,1.0416666666666667,0.4513888888888889,0.5902777777777778,39.9,Contenção / Box-to-Box Defensivo
Dinis Pinto,pt POR,24,Moreirense,DEF,22.3,1,6,15,6,8,0,33,225,3.0303030303030303,6.666666666666667,21.21212121212121,40.0,0.06666666666666667,0.16666666666666666,0.45454545454545453,0.6726457399103138,0.3139013452914798,19.35483870967742,1.390134529147982,2.3318385650224216,0.9375,1.4349775784753362,0.35874439461883406,0.35874439461883406,49.9,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Rodri,es ESP,22,Moreirense,MID,16.6,3,3,11,5,6,0,33,225,9.090909090909092,4.888888888888889,18.181818181818183,45.45454545454545,0.2727272727272727,0.6,1.859504132231405,0.6626506024096385,0.36144578313253006,27.27272727272727,0.6626506024096385,1.0843373493975903,0.2903225806451613,1.8674698795180722,0.36144578313253006,0.36144578313253006,58.4,Finalizadores
Guilherme Schettine,br BRA,29,Moreirense,FWD,10.9,9,1,28,17,1,0,33,225,27.27272727272727,12.444444444444445,30.303030303030305,60.71428571428571,0.32142857142857145,0.5294117647058824,2.1915584415584415,2.568807339449541,0.9174311926605504,25.0,0.36697247706422015,0.36697247706422015,0.09090909090909091,2.018348623853211,0.09174311926605504,0.09174311926605504,66.9,Finalizadores
Luis Semedo,pt POR,21,Moreirense,FWD,11.1,3,0,21,6,0,0,33,225,9.090909090909092,9.333333333333334,9.090909090909092,28.57142857142857,0.14285714285714285,0.5,0.974025974025974,1.8918918918918919,0.2702702702702703,0.0,0.0900900900900901,0.5405405405405406,0.2857142857142857,1.2612612612612613,0.0,0.0,44.5,Finalizadores
Mateja Stjepanović,rs SRB,21,Moreirense,MID,26.8,1,0,19,4,6,0,33,225,3.0303030303030303,8.444444444444445,3.0303030303030303,21.052631578947366,0.05263157894736842,0.25,0.3588516746411483,0.708955223880597,0.03731343283582089,0.0,0.26119402985074625,1.5298507462686566,0.75,0.8955223880597015,0.22388059701492538,0.22388059701492538,33.8,Contenção / Box-to-Box Defensivo
Diogo Travassos,pt POR,21,Moreirense,MID,27.0,5,3,40,12,2,0,33,225,15.151515151515152,17.77777777777778,24.242424242424242,30.0,0.125,0.4166666666666667,0.8522727272727273,1.4814814814814814,0.2962962962962963,3.6585365853658534,3.037037037037037,2.5185185185185186,0.9347826086956522,1.7037037037037037,0.07407407407407407,0.07407407407407407,56.9,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Pedro Amaral,pt POR,27,Estoril,DEF,20.4,0,2,14,4,3,0,44,345,0.0,4.057971014492753,4.545454545454546,28.57142857142857,0.0,0.0,0.0,0.6862745098039216,0.09803921568627452,3.8461538461538463,2.5490196078431375,1.2745098039215688,0.75,0.9803921568627452,0.14705882352941177,0.14705882352941177,47.3,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Felix Bacher,at AUT,24,Estoril,DEF,34.0,2,0,12,2,4,0,44,345,4.545454545454546,3.4782608695652173,4.545454545454546,16.666666666666664,0.16666666666666666,1.0,1.3068181818181819,0.35294117647058826,0.058823529411764705,0.0,0.0,2.3823529411764706,0.8108108108108109,1.088235294117647,0.11764705882352941,0.11764705882352941,56.8,Defesas Puros
Yanis Begraoui,ma MAR,24,Estoril,FWD,30.2,20,1,80,35,1,0,44,345,45.45454545454545,23.18840579710145,47.72727272727273,43.75,0.25,0.5714285714285714,1.9602272727272727,2.6490066225165565,0.5298013245033113,3.3333333333333335,0.9933774834437087,0.4635761589403974,0.25,0.794701986754967,0.033112582781456956,0.033112582781456956,57.3,Finalizadores
Kévin Boma,tg TOG,22,Estoril,DEF,19.1,1,1,9,4,5,0,44,345,2.272727272727273,2.608695652173913,4.545454545454546,44.44444444444444,0.1111111111111111,0.25,0.8712121212121213,0.47120418848167533,0.10471204188481674,0.0,0.0,2.1989528795811517,0.8,1.0471204188481675,0.2617801047120419,0.2617801047120419,49.4,Contenção / Box-to-Box Defensivo
João Carvalho,pt POR,28,Estoril,MID,31.0,6,11,49,21,8,0,44,345,13.636363636363635,14.202898550724639,38.63636363636363,42.857142857142854,0.12244897959183673,0.2857142857142857,0.9601113172541742,1.5806451612903225,0.5483870967741935,17.46031746031746,2.032258064516129,1.5483870967741935,0.78125,1.032258064516129,0.25806451612903225,0.25806451612903225,67.2,Finalizadores
Pedro Carvalho,pt POR,22,Estoril,MID,13.9,0,1,11,0,5,0,44,345,0.0,3.1884057971014492,2.272727272727273,0.0,0.0,0.0,0.0,0.7913669064748201,0.07194244604316546,2.380952380952381,3.0215827338129495,2.158273381294964,0.85,1.4388489208633093,0.3597122302158273,0.3597122302158273,31.4,Defesas Puros
Rafik Guitane,fr FRA,26,Estoril,MID,20.4,3,5,27,11,3,0,44,345,6.8181818181818175,7.82608695652174,18.181818181818183,40.74074074074074,0.1111111111111111,0.2727272727272727,0.871212121212121,1.323529411764706,0.3921568627450981,18.51851851851852,1.323529411764706,0.6862745098039216,1.1111111111111112,0.44117647058823534,0.14705882352941177,0.14705882352941177,53.1,Finalizadores
Jordan Holsgrove,sct SCO,25,Estoril,MID,31.4,1,7,36,7,8,0,44,345,2.272727272727273,10.434782608695652,18.181818181818183,19.444444444444446,0.027777777777777776,0.14285714285714285,0.21780303030303033,1.1464968152866242,0.25477707006369427,5.072463768115942,4.3949044585987265,2.1974522292993632,1.1470588235294117,1.0828025477707006,0.25477707006369427,0.25477707006369427,48.2,Contribuição Larga (Cruzamento + Trabalho Defensivo)
André Lacximicant,pt POR,24,Estoril,FWD,13.5,3,2,38,17,4,0,44,345,6.8181818181818175,11.014492753623188,11.363636363636363,44.73684210526316,0.07894736842105263,0.17647058823529413,0.6190191387559808,2.814814814814815,0.37037037037037035,10.526315789473683,1.4074074074074074,0.7407407407407407,0.3333333333333333,1.7777777777777777,0.2962962962962963,0.2962962962962963,46.5,Finalizadores
Alejandro Marqués,ve VEN,24,Estoril,FWD,12.8,4,0,26,10,1,0,44,345,9.090909090909092,7.536231884057972,9.090909090909092,38.46153846153847,0.15384615384615385,0.4,1.2062937062937062,2.03125,0.3125,0.0,0.390625,0.703125,0.14285714285714285,2.734375,0.078125,0.078125,46.5,Finalizadores
Jandro Orellana,es ESP,24,Estoril,MID,14.5,0,1,7,2,2,0,44,345,0.0,2.0289855072463765,2.272727272727273,28.57142857142857,0.0,0.0,0.0,0.4827586206896552,0.06896551724137931,16.666666666666664,0.41379310344827586,2.8275862068965516,0.8235294117647058,1.1724137931034482,0.13793103448275862,0.13793103448275862,51.4,Contenção / Box-to-Box Defensivo
Francisco Reis Ferreira,pt POR,28,Estoril,DEF,18.2,2,0,7,3,4,0,44,345,4.545454545454546,2.0289855072463765,4.545454545454546,42.857142857142854,0.2857142857142857,0.6666666666666666,2.2402597402597406,0.38461538461538464,0.10989010989010989,0.0,0.054945054945054944,3.3516483516483517,1.5294117647058822,0.9340659340659341,0.21978021978021978,0.21978021978021978,68.5,Contenção / Box-to-Box Defensivo
Ricard Sánchez,es ESP,25,Estoril,DEF,21.9,2,4,20,8,9,0,44,345,4.545454545454546,5.797101449275362,13.636363636363635,40.0,0.1,0.25,0.7840909090909092,0.9132420091324202,0.27397260273972607,7.4074074074074066,2.4657534246575343,1.8721461187214614,0.6666666666666666,1.6438356164383563,0.4109589041095891,0.4109589041095891,42.5,Contribuição Larga (Cruzamento + Trabalho Defensivo)
Antef Tsoungui,be BEL,22,Estoril,DEF,15.3,0,0,9,1,8,0,44,345,0.0,2.608695652173913,0.0,11.11111111111111,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.26143790849673204,2.4836601307189543,0.575,2.6143790849673203,0.5228758169934641,0.5228758169934641,40.9,Defesas Puros
Jonathan Buatu Mananga,ao ANG,31,Gil Vicente FC,DEF,30.5,1,1,15,2,4,0,42,476,2.380952380952381,3.1512605042016806,4.761904761904762,13.333333333333334,0.06666666666666667,0.5,0.7555555555555555,0.4918032786885246,0.06557377049180328,0.0,0.0,1.4426229508196722,0.75,0.9180327868852459,0.13114754098360656,0.13114754098360656,46.3,Defesas Puros
Zé Carlos,pt POR,27,Gil Vicente FC,DEF,27.3,0,0,17,1,8,0,42,476,0.0,3.571428571428571,0.0,5.88235294117647,0.0,0.0,0.0,0.6227106227106227,0.0,0.0,2.2344322344322345,2.454212454212454,0.775,1.465201465201465,0.29304029304029305,0.29304029304029305,53.5,Defesas Puros
Zé Carlos,pt POR,27,Gil Vicente FC,DEF,27.3,0,0,17,1,8,0,42,476,0.0,3.571428571428571,0.0,5.88235294117647,0.0,0.0,0.0,0.6227106227106227,0.0,0.0,0.21978021978021978,1.9413919413919414,1.0476190476190477,0.7692307692307692,0.29304029304029305,0.29304029304029305,47.8,Defesas Puros
Zé Carlos,pt POR,27,Gil Vicente FC,DEF,27.3,0,0,5,0,8,0,42,476,0.0,1.050420168067227,0.0,0.0,0.0,0.0,0.0,0.18315018315018314,0.0,0.0,2.2344322344322345,2.454212454212454,0.775,1.465201465201465,0.29304029304029305,0.29304029304029305,53.5,Defesas Puros
Zé Carlos,pt POR,27,Gil Vicente FC,DEF,27.3,0,0,5,0,8,0,42,476,0.0,1.050420168067227,0.0,0.0,0.0,0.0,0.0,0.18315018315018314,0.0,0.0,0.21978021978021978,1.9413919413919414,1.0476190476190477,0.7692307692307692,0.29304029304029305,0.29304029304029305,47.8,Defesas Puros
Zé Carlos,pt POR,23,Gil Vicente FC,MID,13.4,0,0,17,1,7,0,42,476,0.0,3.571428571428571,0.0,5.88235294117647,0.0,0.0,0.0,1.2686567164179103,0.0,0.0,4.552238805970149,5.0,0.775,2.9850746268656714,0.5223880597014925,0.5223880597014925,53.6,Defesas Puros
Zé Carlos,pt POR,23,Gil Vicente FC,MID,13.4,0,0,17,1,7,0,42,476,0.0,3.571428571428571,0.0,5.88235294117647,0.0,0.0,0.0,1.2686567164179103,0.0,0.0,0.44776119402985076,3.955223880597015,1.0476190476190477,1.5671641791044775,0.5223880597014925,0.5223880597014925,45.2,Defesas Puros
Zé Carlos,pt POR,23,Gil Vicente FC,MID,13.4,0,0,5,0,7,0,42,476,0.0,1.050420168067227,0.0,0.0,0.0,0.0,0.0,0.3731343283582089,0.0,0.0,4.552238805970149,5.0,0.775,2.9850746268656714,0.5223880597014925,0.5223880597014925,51.0,Defesas Puros
Zé Carlos,pt POR,23,Gil Vicente FC,MID,13.4,0,0,5,0,7,0,42,476,0.0,1.050420168067227,0.0,0.0,0.0,0.0,0.0,0.3731343283582089,0.0,0.0,0.44776119402985076,3.955223880597015,1.0476190476190477,1.5671641791044775,0.5223880597014925,0.5223880597014925,42.6,Defesas Puros
Facundo Cáseres,ar ARG,24,Gil Vicente FC,MID,24.3,0,0,5,1,8,0,42,476,0.0,1.050420168067227,0.0,20.0,0.0,0.0,0.0,0.205761316872428,0.0,0.0,0.1646090534979424,2.5925925925925926,0.6346153846153846,2.139917695473251,0.3292181069958848,0.3292181069958848,40.4,Defesas Puros
Murilo Costa,br BRA,30,Gil Vicente FC,MID,28.6,11,4,74,32,3,0,42,476,26.190476190476193,15.546218487394958,35.714285714285715,43.24324324324324,0.14864864864864866,0.34375,1.6846846846846848,2.5874125874125875,0.3146853146853147,2.3255813953488373,6.013986013986013,0.8741258741258741,1.3333333333333333,0.4195804195804196,0.1048951048951049,0.1048951048951049,50.0,Criadores pelos Corredores
